"iso_code"	"continent"	"location"	"date"	"total_cases"	"new_cases"	"new_cases_smoothed"	"total_deaths"	"new_deaths"	"new_deaths_smoothed"	"total_cases_per_million"	"new_cases_per_million"	"new_cases_smoothed_per_million"	"total_deaths_per_million"	"new_deaths_per_million"	"new_deaths_smoothed_per_million"	"reproduction_rate"	"icu_patients"	"icu_patients_per_million"	"hosp_patients"	"hosp_patients_per_million"	"weekly_icu_admissions"	"weekly_icu_admissions_per_million"	"weekly_hosp_admissions"	"weekly_hosp_admissions_per_million"	"new_tests"	"total_tests"	"total_tests_per_thousand"	"new_tests_per_thousand"	"new_tests_smoothed"	"new_tests_smoothed_per_thousand"	"positive_rate"	"tests_per_case"	"tests_units"	"total_vaccinations"	"people_vaccinated"	"people_fully_vaccinated"	"new_vaccinations"	"new_vaccinations_smoothed"	"total_vaccinations_per_hundred"	"people_vaccinated_per_hundred"	"people_fully_vaccinated_per_hundred"	"new_vaccinations_smoothed_per_million"	"stringency_index"	"population"	"population_density"	"median_age"	"aged_65_older"	"aged_70_older"	"gdp_per_capita"	"extreme_poverty"	"cardiovasc_death_rate"	"diabetes_prevalence"	"female_smokers"	"male_smokers"	"handwashing_facilities"	"hospital_beds_per_thousand"	"life_expectancy"	"human_development_index"	"excess_mortality"
"1010"	"SMR"	"Europe"	"San Marino"	"2021-05-31"	5090	1	0.143	90	0	0	149979.374	29.465	4.209	2651.895	0	0	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	42934	21580	21354	405	107	126.51	63.59	62.92	3153	41.67	33938	556.667	NA	NA	NA	56861.47	NA	NA	5.64	NA	NA	NA	3.8	84.97	NA	3.96
"1011"	"SMR"	"Europe"	"San Marino"	"2021-06-30"	5091	0	0.143	90	0	0	150008.84	0	4.209	2651.895	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33938	556.667	NA	NA	NA	56861.47	NA	NA	5.64	NA	NA	NA	3.8	84.97	NA	NA
"1012"	"STP"	"Africa"	"Sao Tome and Principe"	"2021-01-31"	1257	1	9.857	17	0	0	5735.51	4.563	44.977	77.569	0	0	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	219161	212.841	18.7	2.886	2.162	3052.714	32.3	270.113	2.42	NA	NA	41.34	2.9	70.39	0.625	NA
"1013"	"STP"	"Africa"	"Sao Tome and Principe"	"2021-02-28"	1786	0	25.143	29	1	1.143	8149.26	0	114.723	132.323	4.563	5.215	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	219161	212.841	18.7	2.886	2.162	3052.714	32.3	270.113	2.42	NA	NA	41.34	2.9	70.39	0.625	NA
"1014"	"STP"	"Africa"	"Sao Tome and Principe"	"2021-03-31"	2223	2	7	34	0	0	10143.228	9.126	31.94	155.137	0	0	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	603	NA	NA	NA	2751	NA	219161	212.841	18.7	2.886	2.162	3052.714	32.3	270.113	2.42	NA	NA	41.34	2.9	70.39	0.625	NA
"1015"	"STP"	"Africa"	"Sao Tome and Principe"	"2021-04-30"	2302	1	1.429	35	0	0	10503.694	4.563	6.518	159.7	0	0	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	53	NA	NA	NA	242	NA	219161	212.841	18.7	2.886	2.162	3052.714	32.3	270.113	2.42	NA	NA	41.34	2.9	70.39	0.625	NA
"1016"	"STP"	"Africa"	"Sao Tome and Principe"	"2021-05-31"	2345	0	1	38	1	0.143	10699.896	0	4.563	173.389	4.563	0.652	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	18888	12374	6514	NA	702	8.62	5.65	2.97	3203	NA	219161	212.841	18.7	2.886	2.162	3052.714	32.3	270.113	2.42	NA	NA	41.34	2.9	70.39	0.625	NA
"1017"	"STP"	"Africa"	"Sao Tome and Principe"	"2021-06-30"	2366	0	0.429	37	0	0	10795.716	0	1.956	168.826	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	219161	212.841	18.7	2.886	2.162	3052.714	32.3	270.113	2.42	NA	NA	41.34	2.9	70.39	0.625	NA
"1018"	"SAU"	"Asia"	"Saudi Arabia"	"2021-01-31"	368074	261	243.286	6375	3	3.286	10572.626	7.497	6.988	183.117	0.086	0.094	1.22	NA	NA	NA	NA	NA	NA	NA	NA	44496	12358449	354.986	1.278	43252	1.242	0.006	177.8	"tests performed"	NA	NA	NA	NA	6047	NA	NA	NA	174	50	34813867	15.322	31.9	3.295	1.845	49045.411	NA	259.538	17.72	1.8	25.4	NA	2.7	75.13	0.854	NA
"1019"	"SAU"	"Asia"	"Saudi Arabia"	"2021-02-28"	377383	322	339.571	6494	6	4.714	10840.02	9.249	9.754	186.535	0.172	0.135	1.02	NA	NA	NA	NA	NA	NA	NA	NA	47125	13680202	392.953	1.354	43838	1.259	0.008	129.1	"tests performed"	NA	NA	NA	NA	36008	NA	NA	NA	1034	57.41	34813867	15.322	31.9	3.295	1.845	49045.411	NA	259.538	17.72	1.8	25.4	NA	2.7	75.13	0.854	NA
"1020"	"SAU"	"Asia"	"Saudi Arabia"	"2021-03-31"	390007	585	529.571	6669	6	6.429	11202.634	16.804	15.212	191.562	0.172	0.185	1.23	NA	NA	NA	NA	NA	NA	NA	NA	58199	15184311	436.157	1.672	53072	1.524	0.01	100.2	"tests performed"	4432572	NA	NA	105996	111004	12.73	NA	NA	3188	53.7	34813867	15.322	31.9	3.295	1.845	49045.411	NA	259.538	17.72	1.8	25.4	NA	2.7	75.13	0.854	NA
"1021"	"SAU"	"Asia"	"Saudi Arabia"	"2021-04-30"	417363	1056	1024.571	6957	11	11.286	11988.413	30.333	29.43	199.834	0.316	0.324	1.03	NA	NA	NA	NA	NA	NA	NA	NA	65454	16969267	487.428	1.88	61882	1.778	0.017	60.4	"tests performed"	9343991	NA	NA	311070	199863	26.84	NA	NA	5741	53.7	34813867	15.322	31.9	3.295	1.845	49045.411	NA	259.538	17.72	1.8	25.4	NA	2.7	75.13	0.854	NA
"1022"	"SAU"	"Asia"	"Saudi Arabia"	"2021-05-31"	450436	1245	1195	7362	15	14	12938.408	35.762	34.325	211.467	0.431	0.402	1.04	NA	NA	NA	NA	NA	NA	NA	NA	92433	19307011	554.578	2.655	87332	2.509	0.014	73.1	"tests performed"	14208292	NA	NA	164529	170690	40.81	NA	NA	4903	50.93	34813867	15.322	31.9	3.295	1.845	49045.411	NA	259.538	17.72	1.8	25.4	NA	2.7	75.13	0.854	NA
"1023"	"SAU"	"Asia"	"Saudi Arabia"	"2021-06-30"	486106	0	1138.714	7804	0	12.571	13962.999	0	32.709	224.164	0	0.361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	17880870	NA	NA	208927	135395	51.36	NA	NA	3889	NA	34813867	15.322	31.9	3.295	1.845	49045.411	NA	259.538	17.72	1.8	25.4	NA	2.7	75.13	0.854	NA
"1024"	"SEN"	"Africa"	"Senegal"	"2021-01-31"	26523	310	256.571	628	7	7.571	1584.037	18.514	15.323	37.506	0.418	0.452	1.11	NA	NA	NA	NA	NA	NA	NA	NA	2083	337263	20.142	0.124	1991	0.119	0.129	7.8	"tests performed"	NA	NA	NA	NA	NA	NA	NA	NA	NA	50.46	16743930	82.328	18.7	3.008	1.796	2470.58	38	241.219	2.42	0.4	16.6	20.859	NA	67.94	0.512	NA
"1025"	"SEN"	"Africa"	"Senegal"	"2021-02-28"	34520	265	227.571	872	6	9.143	2061.643	15.827	13.591	52.079	0.358	0.546	0.87	NA	NA	NA	NA	NA	NA	NA	NA	2308	398857	23.821	0.138	2204	0.132	0.103	9.7	"tests performed"	27018	27018	NA	1365	4503	0.16	0.16	NA	269	43.06	16743930	82.328	18.7	3.008	1.796	2470.58	38	241.219	2.42	0.4	16.6	20.859	NA	67.94	0.512	NA
"1026"	"SEN"	"Africa"	"Senegal"	"2021-03-31"	38705	87	81.571	1051	2	4	2311.584	5.196	4.872	62.769	0.119	0.239	0.74	NA	NA	NA	NA	NA	NA	NA	NA	1607	449706	26.858	0.096	1524	0.091	0.054	18.7	"tests performed"	260754	260754	NA	13004	8979	1.56	1.56	NA	536	23.15	16743930	82.328	18.7	3.008	1.796	2470.58	38	241.219	2.42	0.4	16.6	20.859	NA	67.94	0.512	NA
"1027"	"SEN"	"Africa"	"Senegal"	"2021-04-30"	40344	49	46	1107	0	1.429	2409.47	2.926	2.747	66.114	0	0.085	0.88	NA	NA	NA	NA	NA	NA	NA	NA	1280	491202	29.336	0.076	1283	0.077	0.036	27.9	"tests performed"	411343	411343	NA	419	2244	2.46	2.46	NA	134	23.15	16743930	82.328	18.7	3.008	1.796	2470.58	38	241.219	2.42	0.4	16.6	20.859	NA	67.94	0.512	NA
"1028"	"SEN"	"Africa"	"Senegal"	"2021-05-31"	41416	29	39.143	1139	1	1	2473.493	1.732	2.338	68.025	0.06	0.06	1.11	NA	NA	NA	NA	NA	NA	NA	NA	1526	530975	31.711	0.091	1500	0.09	0.026	38.3	"tests performed"	522575	452735	69840	NA	1613	3.12	2.7	0.42	96	23.15	16743930	82.328	18.7	3.008	1.796	2470.58	38	241.219	2.42	0.4	16.6	20.859	NA	67.94	0.512	NA
"1029"	"SEN"	"Africa"	"Senegal"	"2021-06-30"	43128	171	76.857	1166	0	1	2575.739	10.213	4.59	69.637	0	0.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16743930	82.328	18.7	3.008	1.796	2470.58	38	241.219	2.42	0.4	16.6	20.859	NA	67.94	0.512	NA
"1030"	"SRB"	"Europe"	"Serbia"	"2021-01-31"	395263	1366	1665.714	4020	20	19.143	58087.651	200.747	244.793	590.777	2.939	2.813	0.99	NA	NA	NA	NA	NA	NA	NA	NA	7893	2617473	384.663	1.16	10425	1.532	0.16	6.3	"people tested"	NA	NA	NA	NA	34158	NA	NA	NA	5020	56.48	6804596	80.291	41.2	17.366	NA	14048.881	NA	439.415	10.08	37.7	40.2	97.719	5.609	76	0.806	5.99
"1031"	"SRB"	"Europe"	"Serbia"	"2021-02-28"	459259	2809	3231.286	4443	14	15.143	67492.471	412.809	474.868	652.941	2.057	2.225	1.23	NA	NA	NA	NA	NA	NA	NA	NA	10368	2940507	432.135	1.524	13484	1.982	0.24	4.2	"people tested"	1436682	924683	511999	3627	29426	21.11	13.59	7.52	4324	56.48	6804596	80.291	41.2	17.366	NA	14048.881	NA	439.415	10.08	37.7	40.2	97.719	5.609	76	0.806	9.78
"1032"	"SRB"	"Europe"	"Serbia"	"2021-03-31"	600596	5107	4846.714	5308	38	38.429	88263.286	750.522	712.271	780.061	5.584	5.647	1.02	NA	NA	NA	NA	NA	NA	NA	NA	17801	3424443	503.254	2.616	15887	2.335	0.305	3.3	"people tested"	2444395	1428888	1015507	23400	28984	35.92	21	14.92	4259	61.11	6804596	80.291	41.2	17.366	NA	14048.881	NA	439.415	10.08	37.7	40.2	97.719	5.609	76	0.806	39.8
"1033"	"SRB"	"Europe"	"Serbia"	"2021-04-30"	689557	1613	1950.429	6362	25	28.286	101336.949	237.046	286.634	934.956	3.674	4.157	0.72	NA	NA	NA	NA	NA	NA	NA	NA	10837	3839381	564.233	1.593	12076	1.775	0.162	6.2	"people tested"	3514605	2026571	1488034	NA	45951	51.65	29.78	21.87	6753	56.48	6804596	80.291	41.2	17.366	NA	14048.881	NA	439.415	10.08	37.7	40.2	97.719	5.609	76	0.806	49.41
"1034"	"SRB"	"Europe"	"Serbia"	"2021-05-31"	712472	248	308.143	6865	11	11	104704.526	36.446	45.285	1008.877	1.617	1.617	0.59	NA	NA	NA	NA	NA	NA	NA	NA	8684	4152776	610.29	1.276	9440	1.387	0.033	30.6	"people tested"	NA	NA	NA	NA	39802	NA	NA	NA	5849	39.81	6804596	80.291	41.2	17.366	NA	14048.881	NA	439.415	10.08	37.7	40.2	97.719	5.609	76	0.806	NA
"1035"	"SRB"	"Europe"	"Serbia"	"2021-06-30"	716562	104	78	7047	4	4.857	105305.591	15.284	11.463	1035.624	0.588	0.714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6804596	80.291	41.2	17.366	NA	14048.881	NA	439.415	10.08	37.7	40.2	97.719	5.609	76	0.806	NA
"1036"	"SYC"	"Africa"	"Seychelles"	"2021-01-31"	1205	19	24.571	4	0	0.143	12253.407	193.207	249.862	40.675	0	1.453	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	2079	NA	NA	NA	21141	79.63	98340	208.354	36.2	8.606	5.586	26382.287	1.1	242.648	10.55	7.1	35.7	NA	3.6	73.4	0.796	NA
"1037"	"SYC"	"Africa"	"Seychelles"	"2021-02-28"	2618	26	31	11	0	0.143	26621.924	264.389	315.233	111.857	0	1.453	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	2030	NA	NA	NA	20643	78.7	98340	208.354	36.2	8.606	5.586	26382.287	1.1	242.648	10.55	7.1	35.7	NA	3.6	73.4	0.796	NA
"1038"	"SYC"	"Africa"	"Seychelles"	"2021-03-31"	4135	21	36.143	22	2	0.571	42047.997	213.545	367.53	223.714	20.338	5.811	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	685	NA	NA	NA	6966	65.74	98340	208.354	36.2	8.606	5.586	26382.287	1.1	242.648	10.55	7.1	35.7	NA	3.6	73.4	0.796	NA
"1039"	"SYC"	"Africa"	"Seychelles"	"2021-04-30"	5873	314	95.286	28	2	0.286	59721.375	3193.004	968.942	284.726	20.338	2.905	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	842	NA	NA	NA	8562	43.52	98340	208.354	36.2	8.606	5.586	26382.287	1.1	242.648	10.55	7.1	35.7	NA	3.6	73.4	0.796	NA
"1040"	"SYC"	"Africa"	"Seychelles"	"2021-05-31"	11621	476	125.857	42	2	0.571	118171.649	4840.35	1279.816	427.09	20.338	5.811	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	267	NA	NA	NA	2715	63.89	98340	208.354	36.2	8.606	5.586	26382.287	1.1	242.648	10.55	7.1	35.7	NA	3.6	73.4	0.796	NA
"1041"	"SYC"	"Africa"	"Seychelles"	"2021-06-30"	15579	0	137	68	0	1.286	158419.768	0	1393.126	691.479	0	13.074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98340	208.354	36.2	8.606	5.586	26382.287	1.1	242.648	10.55	7.1	35.7	NA	3.6	73.4	0.796	NA
"1042"	"SLE"	"Africa"	"Sierra Leone"	"2021-01-31"	3593	65	64.857	79	0	0.286	450.421	8.148	8.131	9.903	0	0.036	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.19	7976985	104.7	19.1	2.538	1.285	1390.3	52.2	325.721	2.42	8.8	41.3	19.275	NA	54.7	0.452	NA
"1043"	"SLE"	"Africa"	"Sierra Leone"	"2021-02-28"	3887	0	4.571	79	0	0	487.277	0	0.573	9.903	0	0	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	51.85	7976985	104.7	19.1	2.538	1.285	1390.3	52.2	325.721	2.42	8.8	41.3	19.275	NA	54.7	0.452	NA
"1044"	"SLE"	"Africa"	"Sierra Leone"	"2021-03-31"	3980	10	3.857	79	0	0	498.935	1.254	0.484	9.903	0	0	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	31889	31889	NA	6053	3169	0.4	0.4	NA	397	45.37	7976985	104.7	19.1	2.538	1.285	1390.3	52.2	325.721	2.42	8.8	41.3	19.275	NA	54.7	0.452	NA
"1045"	"SLE"	"Africa"	"Sierra Leone"	"2021-04-30"	4054	1	1.429	79	0	0	508.212	0.125	0.179	9.903	0	0	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	812	NA	NA	NA	102	50.93	7976985	104.7	19.1	2.538	1.285	1390.3	52.2	325.721	2.42	8.8	41.3	19.275	NA	54.7	0.452	NA
"1046"	"SLE"	"Africa"	"Sierra Leone"	"2021-05-31"	4147	0	3.714	79	0	0	519.871	0	0.466	9.903	0	0	1.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	79762	68882	10880	NA	643	1	0.86	0.14	81	50.93	7976985	104.7	19.1	2.538	1.285	1390.3	52.2	325.721	2.42	8.8	41.3	19.275	NA	54.7	0.452	NA
"1047"	"SLE"	"Africa"	"Sierra Leone"	"2021-06-30"	5575	80	87.429	100	2	2.286	698.886	10.029	10.96	12.536	0.251	0.287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7976985	104.7	19.1	2.538	1.285	1390.3	52.2	325.721	2.42	8.8	41.3	19.275	NA	54.7	0.452	NA
"1048"	"SGP"	"Asia"	"Singapore"	"2021-01-31"	59536	29	32.571	29	0	0	10176.497	4.957	5.567	4.957	0	0	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34795	5.948	0.001	1068.3	"samples tested"	155050	155000	50	NA	10547	2.65	2.65	0	1803	50.93	5850343	7915.731	42.4	12.922	7.049	85535.383	NA	92.243	10.99	5.2	28.3	NA	2.4	83.62	0.938	5.16
"1049"	"SGP"	"Asia"	"Singapore"	"2021-02-28"	59936	11	9.571	29	0	0	10244.869	1.88	1.636	4.957	0	0	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36435	6.228	0	3806.8	"samples tested"	NA	NA	NA	NA	15004	NA	NA	NA	2565	50.93	5850343	7915.731	42.4	12.922	7.049	85535.383	NA	92.243	10.99	5.2	28.3	NA	2.4	83.62	0.938	10.98
"1050"	"SGP"	"Asia"	"Singapore"	"2021-03-31"	60381	34	20.714	30	0	0	10320.933	5.812	3.541	5.128	0	0	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35026	5.987	0.001	1690.9	"samples tested"	NA	NA	NA	NA	36366	NA	NA	NA	6216	50.93	5850343	7915.731	42.4	12.922	7.049	85535.383	NA	92.243	10.99	5.2	28.3	NA	2.4	83.62	0.938	8.48
"1051"	"SGP"	"Asia"	"Singapore"	"2021-04-30"	61145	24	28.857	30	0	0	10451.524	4.102	4.933	5.128	0	0	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46004	7.863	0.001	1594.2	"samples tested"	NA	NA	NA	NA	41975	NA	NA	NA	7175	50.93	5850343	7915.731	42.4	12.922	7.049	85535.383	NA	92.243	10.99	5.2	28.3	NA	2.4	83.62	0.938	NA
"1052"	"SGP"	"Asia"	"Singapore"	"2021-05-31"	62051	23	27.286	33	0	0.143	10606.387	3.931	4.664	5.641	0	0.024	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	11947790	2042.238	NA	68115	11.643	0	2496.3	"samples tested"	4047651	2281154	1766497	NA	45540	69.19	38.99	30.19	7784	58.33	5850343	7915.731	42.4	12.922	7.049	85535.383	NA	92.243	10.99	5.2	28.3	NA	2.4	83.62	0.938	NA
"1053"	"SGP"	"Asia"	"Singapore"	"2021-06-30"	62579	-328	15.571	36	0	0.143	10696.638	-56.065	2.662	6.153	0	0.024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5850343	7915.731	42.4	12.922	7.049	85535.383	NA	92.243	10.99	5.2	28.3	NA	2.4	83.62	0.938	NA
"1054"	"SXM"	"North America"	"Sint Maarten (Dutch part)"	"2021-05-31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	326	NA	NA	NA	7602	NA	42882	1209.088	NA	NA	NA	36327.232	NA	NA	NA	NA	NA	NA	NA	78.95	NA	NA
"1055"	"SVK"	"Europe"	"Slovakia"	"2021-01-31"	249913	1723	1919.571	4642	77	82	45774.605	315.588	351.593	850.239	14.103	15.019	0.98	NA	NA	3333	610.479	NA	NA	NA	NA	257315	7815345	1431.475	47.13	216034	39.569	0.022	45.5	"tests performed"	148945	139307	9638	281	6657	2.73	2.55	0.18	1219	73.15	5459643	113.128	41.2	15.07	9.167	30155.152	0.7	287.959	7.29	23.1	37.7	NA	5.82	77.54	0.86	68.65
"1056"	"SVK"	"Europe"	"Slovakia"	"2021-02-28"	308083	1815	2277.143	7189	114	97.714	56429.147	332.439	417.086	1316.753	20.88	17.898	1.02	NA	NA	3799	695.833	NA	NA	NA	NA	336841	16050708	2939.882	61.697	308512	56.508	0.018	55.6	"tests performed"	448979	315036	133943	5566	10862	8.22	5.77	2.45	1990	71.3	5459643	113.128	41.2	15.07	9.167	30155.152	0.7	287.959	7.29	23.1	37.7	NA	5.82	77.54	0.86	63.7
"1057"	"SVK"	"Europe"	"Slovakia"	"2021-03-31"	361185	1855	1236.714	9719	95	65.429	66155.424	339.766	226.519	1780.153	17.4	11.984	0.82	NA	NA	2844	520.913	NA	NA	NA	NA	230222	25781296	4722.158	42.168	328152	60.105	0.008	125	"tests performed"	983211	719532	263679	22710	18328	18.01	13.18	4.83	3357	74.07	5459643	113.128	41.2	15.07	9.167	30155.152	0.7	287.959	7.29	23.1	37.7	NA	5.82	77.54	0.86	NA
"1058"	"SVK"	"Europe"	"Slovakia"	"2021-04-30"	382211	467	510.857	11684	37	39.857	70006.592	85.537	93.57	2140.067	6.777	7.3	0.8	NA	NA	1241	227.304	NA	NA	NA	NA	306549	34616713	6340.472	56.148	291053	53.31	0.004	250	"tests performed"	1587690	1084510	503180	27985	23044	29.08	19.86	9.22	4221	67.59	5459643	113.128	41.2	15.07	9.167	30155.152	0.7	287.959	7.29	23.1	37.7	NA	5.82	77.54	0.86	NA
"1059"	"SVK"	"Europe"	"Slovakia"	"2021-05-31"	389721	31	123.857	12343	4	6.714	71382.14	5.678	22.686	2260.771	0.733	1.23	0.73	NA	NA	347	63.557	NA	NA	NA	NA	74376	38416168	7036.388	13.623	74988	13.735	0.004	250	"tests performed"	2619307	1744056	875251	34875	36043	47.98	31.94	16.03	6602	50	5459643	113.128	41.2	15.07	9.167	30155.152	0.7	287.959	7.29	23.1	37.7	NA	5.82	77.54	0.86	NA
"1060"	"SVK"	"Europe"	"Slovakia"	"2021-06-30"	391642	33	31.714	12510	0	1.143	71733.994	6.044	5.809	2291.359	0	0.209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5459643	113.128	41.2	15.07	9.167	30155.152	0.7	287.959	7.29	23.1	37.7	NA	5.82	77.54	0.86	NA
"1061"	"SVN"	"Europe"	"Slovenia"	"2021-01-31"	166473	586	1234.714	3503	13	20.429	80076.212	281.876	593.918	1685	6.253	9.826	0.92	167	80.33	1053	506.51	85.305	41.033	574.323	276.259	1461	804961	387.199	0.703	3964	1.907	0.233	4.3	"tests performed"	82108	55057	27051	2	2538	3.95	2.65	1.3	1221	75.93	2078932	102.619	44.5	19.062	12.93	31400.84	NA	153.493	7.25	20.1	25	NA	4.5	81.32	0.917	10.43
"1062"	"SVN"	"Europe"	"Slovenia"	"2021-02-28"	190081	454	759.143	3836	0	8.571	91432.043	218.381	365.16	1845.178	0	4.123	0.98	93	44.735	529	254.458	58.523	28.151	314.439	151.25	1451	913648	439.48	0.698	3951	1.9	0.196	5.1	"tests performed"	177343	124381	52962	0	4091	8.53	5.98	2.55	1968	69.44	2078932	102.619	44.5	19.062	12.93	31400.84	NA	153.493	7.25	20.1	25	NA	4.5	81.32	0.917	2.78
"1063"	"SVN"	"Europe"	"Slovenia"	"2021-03-31"	215602	1557	1002	4047	7	7.571	103708.058	748.942	481.978	1946.673	3.367	3.642	1.1	112	53.874	500	240.508	NA	NA	NA	NA	5698	1064598	512.089	2.741	5306	2.552	0.194	5.2	"tests performed"	371961	256568	115393	14602	8935	17.89	12.34	5.55	4298	69.44	2078932	102.619	44.5	19.062	12.93	31400.84	NA	153.493	7.25	20.1	25	NA	4.5	81.32	0.917	NA
"1064"	"SVN"	"Europe"	"Slovenia"	"2021-04-30"	240292	953	654.429	4250	7	7.857	115584.348	458.408	314.791	2044.319	3.367	3.779	0.95	156	75.039	626	301.116	NA	NA	NA	NA	4197	1178795	567.02	2.019	3183	1.531	0.211	4.7	"tests performed"	637186	427683	209503	21012	7474	30.65	20.57	10.08	3595	55.56	2078932	102.619	44.5	19.062	12.93	31400.84	NA	153.493	7.25	20.1	25	NA	4.5	81.32	0.917	NA
"1065"	"SVN"	"Europe"	"Slovenia"	"2021-05-31"	253722	91	278.429	4375	1	2.857	122044.396	43.772	133.929	2104.446	0.481	1.374	0.8	73	35.114	245	117.849	NA	NA	NA	NA	3381	1282376	616.844	1.626	3186	1.533	0.088	11.4	"tests performed"	1075646	666237	409409	6882	14531	51.74	32.05	19.69	6990	35.19	2078932	102.619	44.5	19.062	12.93	31400.84	NA	153.493	7.25	20.1	25	NA	4.5	81.32	0.917	NA
"1066"	"SVN"	"Europe"	"Slovenia"	"2021-06-30"	257335	48	31.286	4419	0	0.286	123782.307	23.089	15.049	2125.611	0	0.137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	1492126	821331	670795	12965	8586	71.77	39.51	32.27	4130	NA	2078932	102.619	44.5	19.062	12.93	31400.84	NA	153.493	7.25	20.1	25	NA	4.5	81.32	0.917	NA
"1067"	"SLB"	"Oceania"	"Solomon Islands"	"2021-01-31"	17	0	0	NA	NA	0	24.75	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	33.33	686878	21.841	20.8	3.507	2.043	2205.923	25.1	459.78	18.68	NA	NA	35.89	1.4	73	0.567	NA
